"node_id","parent_id","domain","node_type","title_ru","outcome","safety_class","execution_policy","prerequisite_node_ids","source_package_ids","materials_tools_state","instrument_ids","measurement_acceptance","calibration_reference","drawings_bom_state","localization_state","waste_storage","stop_conditions","maintenance_spares","successor_proof","evidence_required","evidence_state","capability_status","release_gate","notes","release_version"
"TD-FERT-PHOSPHATE-POTASH","TD-FERTILIZERS","FOOD_AGRI","HAZARD_BOUNDARY","Добыча и промышленная переработка фосфатных и калийных материалов","Preserve geology; resource and contamination overview without unsafe extraction or chemical processing","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-FERT-NUTRIENT-BUDGET","","NO_MINE_OR_PROCESS","","Licensed extraction; environmental assessment and product standards only","Qualified mining; agronomy and environmental sources","PROFESSIONAL_ONLY","PORTUGAL_MINING_ENVIRONMENT_WATER_AND_LAND_RULES_REQUIRED","Tailings; brine; dust and process waste under licensed system","Mine; slope; dust; radionuclides; acid process; brine; water contamination","Professional monitoring only","Преемник recognizes limits and relies on certified product or nutrient recycling","Boundary; professional shelf; permits if any","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No mining; beneficiation or acidulation instructions","0.5-draft"
"TD-FERT-BIOLOGICAL","TD-FERTILIZERS","FOOD_AGRI","HAZARD_BOUNDARY","Микробные инокулянты и biofertilizers","Prevent cultivation or release of unknown biology while preserving regulated-product knowledge","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY","","NO_CULTURE_OR_INOCULANT","","No culturing; isolation; amplification or field release of unknown microorganisms","Regulated product label; qualified microbiology and agronomy sources","NO_CULTURE_PROTOCOL","PORTUGAL_BIOSECURITY_FERTILIZER_AND_ENVIRONMENT_RULES_REQUIRED","Expired product and contaminated culture material through approved route","Unknown organism; contamination; aerosol; immunocompromised person; unregistered product","Sealed certified product only; label controls","Преемник refuses home culture and isolates damaged package","Boundary card; product registration; label","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","No microbial growth conditions or inoculation recipe","0.5-draft"
"TD-PEOPLE-PROFILE","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Профиль каждого человека","Иметь измеримую и проверяемую способность: профиль каждого человека","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-MEDICAL","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Аллергии; диагнозы; лекарства и медицинские устройства","Иметь измеримую и проверяемую способность: аллергии; диагнозы; лекарства и медицинские устройства","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-AGE-MASS","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Возраст; масса и возрастные ограничения там; где это необходимо","Иметь измеримую и проверяемую способность: возраст; масса и возрастные ограничения там; где это необходимо","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-PREGNANCY","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Беременность; новорождённые и репродуктивные потребности","Иметь измеримую и проверяемую способность: беременность; новорождённые и репродуктивные потребности","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-CHILD","TD-PEOPLE","PEOPLE_CARE","GOVERNANCE","Младенцы; дети и зависимые несовершеннолетние","Иметь измеримую и проверяемую способность: младенцы; дети и зависимые несовершеннолетние","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-ELDER","TD-PEOPLE","PEOPLE_CARE","GOVERNANCE","Пожилые люди и возрастная уязвимость","Иметь измеримую и проверяемую способность: пожилые люди и возрастная уязвимость","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-ACCESS","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Инвалидность; мобильность; зрение; слух и когнитивные ограничения","Иметь измеримую и проверяемую способность: инвалидность; мобильность; зрение; слух и когнитивные ограничения","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-LANGUAGE","TD-PEOPLE","PEOPLE_CARE","SITE_DATA","Языки; грамотность и доступный формат информации","Иметь измеримую и проверяемую способность: языки; грамотность и доступный формат информации","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-PEOPLE-CARE-DEPS","TD-PEOPLE","PEOPLE_CARE","GOVERNANCE","Caregiver dependencies и объём ухода","Иметь измеримую и проверяемую способность: caregiver dependencies и объём ухода","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
